grid,centroid,c_lon,c_lat,geometry,node,nearest_sap,destination,sap_name,route_length
"1185963.280286 997017.520396, 1185963.280286 998017.520396, 1186963.280286 998017.520396, 1186963.280286 997017.520396, 1185963.280286 997017.520396",POINT (1186463.2802863133 997517.520395831),75.75311709043305,26.850142766067,"POLYGON ((574315.9644930367 2969563.5826120656, 574324.8561953531 2970564.222718098, 575325.4972854045 2970555.3318756954, 575316.6054547257 2969554.689921745, 574315.9644930367 2969563.5826120656))",3789953505,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,2734
"1185963.280286 998017.520396, 1185963.280286 999017.520396, 1186963.280286 999017.520396, 1186963.280286 998017.520396, 1185963.280286 998017.520396",POINT (1186463.2802863133 998517.520395831),75.7532663921069,26.85917607511803,"POLYGON ((574324.8561953531 2970564.222718098, 574333.746061716 2971564.862939725, 575334.3872553948 2971555.973946042, 575325.4972854045 2970555.3318756954, 574324.8561953531 2970564.222718098))",3789954176,POINT (574461.80378159 2973318.8349701697),316753305,Mansarovar Metro Station,2643
"1185963.280286 999017.520396, 1185963.280286 1000017.520396, 1186963.280286 1000017.520396, 1186963.280286 999017.520396, 1185963.280286 999017.520396",POINT (1186463.2802863133 999517.520395831),75.7534157175185,26.86820937310685,"POLYGON ((574333.746061716 2971564.862939725, 574342.6340913259 2972565.5032522148, 575343.275363898 2972556.6161080534, 575334.3872553948 2971555.973946042, 574333.746061716 2971564.862939725))",3788668061,POINT (574461.80378159 2973318.8349701697),316753305,Mansarovar Metro Station,1629
"1185963.280286 1000017.520396, 1185963.280286 1001017.520396, 1186963.280286 1001017.520396, 1186963.280286 1000017.520396, 1185963.280286 1000017.520396",POINT (1186463.2802863133 1000517.520395831),75.75356506667349,26.877242659807465,"POLYGON ((574342.6340913259 2972565.5032522148, 574351.5202833791 2973566.1436308227, 575352.161610107 2973557.2583369883, 575343.275363898 2972556.6161080534, 574342.6340913259 2972565.5032522148))",3788668520,POINT (574461.80378159 2973318.8349701697),316753305,Mansarovar Metro Station,1053
"1185963.280286 1001017.520396, 1185963.280286 1002017.520396, 1186963.280286 1002017.520396, 1186963.280286 1001017.520396, 1185963.280286 1001017.520396",POINT (1186463.2802863133 1001517.520395831),75.75371443957755,26.886275934993854,"POLYGON ((574351.5202833791 2973566.1436308227, 574360.4046370746 2974566.784050818, 575361.0459932182 2974557.900608114, 575352.161610107 2973557.2583369883, 574351.5202833791 2973566.1436308227))",8634799694,POINT (575273.8644728265 2973401.2134587574),6976254825,Ganga Jamuna,950
"1185963.280286 1002017.520396, 1185963.280286 1003017.520396, 1186963.280286 1003017.520396, 1186963.280286 1002017.520396, 1185963.280286 1002017.520396",POINT (1186463.2802863133 1002517.520395831),75.75386383623633,26.89530919844003,"POLYGON ((574360.4046370746 2974566.784050818, 574369.287151606 2975567.424487457, 575369.9285124267 2975558.5428966885, 575361.0459932182 2974557.900608114, 574360.4046370746 2974566.784050818))",8634951504,POINT (574592.5252572887 2975119.0631242637),2105800432,Kings Road,432
"1185963.280286 1003017.520396, 1185963.280286 1004017.520396, 1186963.280286 1004017.520396, 1186963.280286 1003017.520396, 1185963.280286 1003017.520396",POINT (1186463.2802863133 1003517.520395831),75.75401325665553,26.904342449919927,"POLYGON ((574369.287151606 2975567.424487457, 574378.167826176 2976568.064916001, 575378.8091669289 2976559.1851779674, 575369.9285124267 2975558.5428966885, 574369.287151606 2975567.424487457))",3779458963,POINT (574765.196468966 2976227.782977975),7041654820,Vijay Dwar,283
"1185963.280286 1004017.520396, 1185963.280286 1005017.520396, 1186963.280286 1005017.520396, 1186963.280286 1004017.520396, 1185963.280286 1004017.520396",POINT (1186463.2802863133 1004517.520395831),75.75416270084078,26.91337568920749,"POLYGON ((574378.167826176 2976568.064916001, 574387.0466599795 2977568.7053117054, 575387.687955921 2977559.827427209, 575378.8091669289 2976559.1851779674, 574378.167826176 2976568.064916001))",8620734719,POINT (574765.196468966 2976227.782977975),7041654820,Vijay Dwar,1158
"1185963.280286 1005017.520396, 1185963.280286 1006017.520396, 1186963.280286 1006017.520396, 1186963.280286 1005017.520396, 1185963.280286 1005017.520396",POINT (1186463.2802863133 1005517.520395831),75.75431216879777,26.922408916076662,"POLYGON ((574387.0466599795 2977568.7053117054, 574395.9236522166 2978569.345649821, 575396.5648785995 2978560.4696196653, 575387.687955921 2977559.827427209, 574387.0466599795 2977568.7053117054))",3789915624,POINT (574055.0284426423 2978111.663299311),6979547397,Khatipura Mod,971
"1185963.280286 1006017.520396, 1185963.280286 1007017.520396, 1186963.280286 1007017.520396, 1186963.280286 1006017.520396, 1185963.280286 1006017.520396",POINT (1186463.2802863133 1006517.520395831),75.75446166053217,26.93144213030137,"POLYGON ((574395.9236522166 2978569.345649821, 574404.7988020843 2979569.9859056007, 575405.4399341592 2979561.1117305923, 575396.5648785995 2978560.4696196653, 574395.9236522166 2978569.345649821))",3789916271,POINT (574597.6377221101 2979080.911274432),3783154914,Khatipura Pulia,261
"1185963.280286 1007017.520396, 1185963.280286 1008017.520396, 1186963.280286 1008017.520396, 1186963.280286 1007017.520396, 1185963.280286 1007017.520396",POINT (1186463.2802863133 1007517.520395831),75.75461117604964,26.940475331655517,"POLYGON ((574404.7988020843 2979569.9859056007, 574413.6721087827 2980570.6260542963, 575414.3131217974 2980561.7537352373, 575405.4399341592 2979561.1117305923, 574404.7988020843 2979569.9859056007))",3783155652,POINT (574956.6008143649 2980344.2517490345),8632208275,Shilp Colony/ Medical Center,299
"1185963.280286 1008017.520396, 1185963.280286 1009017.520396, 1186963.280286 1009017.520396, 1186963.280286 1008017.520396, 1185963.280286 1008017.520396",POINT (1186463.2802863133 1008517.520395831),75.75476071535589,26.949508519912968,"POLYGON ((574413.6721087827 2980570.6260542963, 574422.5435715077 2981571.2660711585, 575423.1844407117 2981562.395608847, 575414.3131217974 2980561.7537352373, 574413.6721087827 2980570.6260542963))",8630904578,POINT (574956.6008143649 2980344.2517490345),8632208275,Shilp Colony/ Medical Center,1070
"1185963.280286 1009017.520396, 1185963.280286 1010017.520396, 1186963.280286 1010017.520396, 1186963.280286 1009017.520396, 1185963.280286 1009017.520396",POINT (1186463.2802863133 1009517.520395831),75.75491027845655,26.95854169484762,"POLYGON ((574422.5435715077 2981571.2660711585, 574431.4131894602 2982571.905931431, 575432.0538900981 2982563.0373266716, 575423.1844407117 2981562.395608847, 574422.5435715077 2981571.2660711585))",3901285379,POINT (576581.25542471 2982178.062049759),2106356030,Khetan Hospital,4329
"1185963.280286 1010017.520396, 1185963.280286 1011017.520396, 1186963.280286 1011017.520396, 1186963.280286 1010017.520396, 1185963.280286 1010017.520396",POINT (1186463.2802863133 1010517.520395831),75.75505986535732,26.96757485623334,"POLYGON ((574431.4131894602 2982571.905931431, 574440.2809618362 2983572.5456103575, 575440.9214691524 2983563.678863953, 575432.0538900981 2982563.0373266716, 574431.4131894602 2982571.905931431))",4757735863,POINT (576665.0313652446 2982997.8858115957),2106356087,Alka Cinema,2336
"1185963.280286 1011017.520396, 1185963.280286 1012017.520396, 1186963.280286 1012017.520396, 1186963.280286 1011017.520396, 1185963.280286 1011017.520396",POINT (1186463.2802863133 1011517.520395831),75.75520947606391,26.97660800384393,"POLYGON ((574440.2809618362 2983572.5456103575, 574449.146887838 2984573.185083183, 575449.7871770734 2984564.3201959315, 575440.9214691524 2983563.678863953, 574440.2809618362 2983572.5456103575))",4725277281,POINT (576645.0741145794 2983867.609388822),3784461646,2 Number,1789
"1185963.280286 1012017.520396, 1185963.280286 1013017.520396, 1186963.280286 1013017.520396, 1186963.280286 1012017.520396, 1185963.280286 1012017.520396",POINT (1186463.2802863133 1012517.520395831),75.75535911058196,26.985641137453264,"POLYGON ((574449.146887838 2984573.185083183, 574458.0109666623 2985573.8243251476, 575458.651013058 2985564.9612978534, 575449.7871770734 2984564.3201959315, 574449.146887838 2984573.185083183))",4739585163,POINT (576709.0342880946 2985241.4479148868),10224895346,9 Number,2262
"1185963.280286 1013017.520396, 1185963.280286 1014017.520396, 1186963.280286 1014017.520396, 1186963.280286 1013017.520396, 1185963.280286 1013017.520396",POINT (1186463.2802863133 1013517.520395831),75.75550876891718,26.994674256835157,"POLYGON ((574458.0109666623 2985573.8243251476, 574466.8731975089 2986574.4633114873, 575467.512976301 2986565.602144955, 575458.651013058 2985564.9612978534, 574458.0109666623 2985573.8243251476))",4752551054,POINT (576459.1018880121 2986380.587396194),8637789500,14 Number,2275
"1185963.280286 1014017.520396, 1185963.280286 1015017.520396, 1186963.280286 1015017.520396, 1186963.280286 1014017.520396, 1185963.280286 1014017.520396",POINT (1186463.2802863133 1014517.520395831),75.75565845107523,27.003707361763347,"POLYGON ((574466.8731975089 2986574.4633114873, 574475.7335795771 2987575.1020174418, 575476.3730660018 2987566.2427124726, 575467.512976301 2986565.602144955, 574466.8731975089 2986574.4633114873))",3778115818,POINT (576443.6418994685 2987367.0818075137),4725663137,Jodrla,1882
"1185963.280286 1015017.520396, 1185963.280286 1016017.520396, 1186963.280286 1016017.520396, 1186963.280286 1015017.520396, 1185963.280286 1015017.520396",POINT (1186463.2802863133 1015517.520395831),75.75580815706184,27.0127404520117,"POLYGON ((574475.7335795771 2987575.1020174418, 574484.5921120663 2988575.740418248, 575485.2312813587 2988566.88297564, 575476.3730660018 2987566.2427124726, 574475.7335795771 2987575.1020174418))",3778020745,POINT (576313.7094126171 2987999.369159704),2831782041,Nindar mod,1884
"1186963.280286 989017.520396, 1186963.280286 990017.520396, 1187963.280286 990017.520396, 1187963.280286 989017.520396, 1186963.280286 989017.520396",POINT (1187463.2802863133 989517.520395831),75.76198796156022,26.77774173814174,"POLYGON ((575245.4039212401 2961549.5614479408, 575254.3106084175 2962550.201580507, 576254.9518334452 2962541.2956630834, 576246.0448193036 2961540.653664317, 575245.4039212401 2961549.5614479408))",5461432618,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,4849
"1186963.280286 990017.520396, 1186963.280286 991017.520396, 1187963.280286 991017.520396, 1187963.280286 990017.520396, 1186963.280286 990017.520396",POINT (1187463.2802863133 990517.520395831),75.7621378728674,26.786775117030626,"POLYGON ((575254.3106084175 2962550.201580507, 575263.2154413506 2963550.842027275, 576263.8569686257 2963541.937976856, 576254.9518334452 2962541.2956630834, 575254.3106084175 2962550.201580507))",5314559643,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,4071
"1186963.280286 991017.520396, 1186963.280286 992017.520396, 1187963.280286 992017.520396, 1187963.280286 991017.520396, 1186963.280286 991017.520396",POINT (1187463.2802863133 991517.520395831),75.76228780799406,26.79580848666637,"POLYGON ((575263.2154413506 2963550.842027275, 575272.1184192342 2964551.4827635265, 576272.7602240357 2964542.5805809204, 576263.8569686257 2963541.937976856, 575263.2154413506 2963550.842027275))",5461231072,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,3614
"1186963.280286 992017.520396, 1186963.280286 993017.520396, 1187963.280286 993017.520396, 1187963.280286 992017.520396, 1186963.280286 992017.520396",POINT (1187463.2802863133 992517.520395831),75.76243776694585,26.80484184682308,"POLYGON ((575272.1184192342 2964551.4827635265, 575281.0195412637 2965552.1237645415, 576281.6615988686 2965543.2234505545, 576272.7602240357 2964542.5805809204, 575272.1184192342 2964551.4827635265))",9819493754,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,3156
"1186963.280286 993017.520396, 1186963.280286 994017.520396, 1187963.280286 994017.520396, 1187963.280286 993017.520396, 1186963.280286 993017.520396",POINT (1187463.2802863133 993517.520395831),75.76258774972847,26.81387519727488,"POLYGON ((575281.0195412637 2965552.1237645415, 575289.9188066323 2966552.765005595, 576290.5610923186 2966543.8665610347, 576281.6615988686 2965543.2234505545, 575281.0195412637 2965552.1237645415))",9819499323,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,3484
"1186963.280286 994017.520396, 1186963.280286 995017.520396, 1187963.280286 995017.520396, 1187963.280286 994017.520396, 1186963.280286 994017.520396",POINT (1187463.2802863133 994517.520395831),75.76273775634759,26.82290853779591,"POLYGON ((575289.9188066323 2966552.765005595, 575298.8162145356 2967553.406461965, 576299.4587035779 2967544.5098876357, 576290.5610923186 2966543.8665610347, 575289.9188066323 2966552.765005595))",9894414744,POINT (577883.7018153123 2966611.1988605447),3954548679,Sanganer Stadium,2700
"1186963.280286 995017.520396, 1186963.280286 996017.520396, 1187963.280286 996017.520396, 1187963.280286 995017.520396, 1186963.280286 995017.520396",POINT (1187463.2802863133 995517.520395831),75.7628877868089,26.83194186816019,"POLYGON ((575298.8162145356 2967553.406461965, 575307.7117641678 2968554.0481089246, 576308.354431838 2968545.153405633, 576299.4587035779 2967544.5098876357, 575298.8162145356 2967553.406461965))",3789014494,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,1615
"1186963.280286 996017.520396, 1186963.280286 997017.520396, 1187963.280286 997017.520396, 1187963.280286 996017.520396, 1186963.280286 996017.520396",POINT (1187463.2802863133 996517.520395831),75.76303784111808,26.840975188141844,"POLYGON ((575307.7117641678 2968554.0481089246, 575316.6054547257 2969554.689921745, 576317.2482762947 2969545.797090295, 576308.354431838 2968545.153405633, 575307.7117641678 2968554.0481089246))",3789015403,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,1062
"1186963.280286 997017.520396, 1186963.280286 998017.520396, 1187963.280286 998017.520396, 1187963.280286 997017.520396, 1186963.280286 997017.520396",POINT (1187463.2802863133 997517.520395831),75.7631879192808,26.850008497514896,"POLYGON ((575316.6054547257 2969554.689921745, 575325.4972854045 2970555.3318756954, 576326.1402361384 2970546.4409168935, 576317.2482762947 2969545.797090295, 575316.6054547257 2969554.689921745))",3789037423,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,1666
"1186963.280286 998017.520396, 1186963.280286 999017.520396, 1187963.280286 999017.520396, 1187963.280286 998017.520396, 1186963.280286 998017.520396",POINT (1187463.2802863133 998517.520395831),75.76333802130279,26.859041796053354,"POLYGON ((575325.4972854045 2970555.3318756954, 575334.3872553948 2971555.973946042, 576335.0303105632 2971547.084860695, 576326.1402361384 2970546.4409168935, 575325.4972854045 2970555.3318756954))",8620883908,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,2968
"1186963.280286 999017.520396, 1186963.280286 1000017.520396, 1187963.280286 1000017.520396, 1187963.280286 999017.520396, 1186963.280286 999017.520396",POINT (1187463.2802863133 999517.520395831),75.76348814718968,26.868075083531327,"POLYGON ((575334.3872553948 2971555.973946042, 575343.275363898 2972556.6161080534, 576343.9184987645 2972547.7288969657, 576335.0303105632 2971547.084860695, 575334.3872553948 2971555.973946042))",8620267829,POINT (575607.7230351462 2973301.253507694),316753328,ganga jamuna,1872
"1186963.280286 1000017.520396, 1186963.280286 1001017.520396, 1187963.280286 1001017.520396, 1187963.280286 1000017.520396, 1186963.280286 1000017.520396",POINT (1187463.2802863133 1000517.520395831),75.76363829694722,26.877108359722783,"POLYGON ((575343.275363898 2972556.6161080534, 575352.161610107 2973557.2583369883, 576352.8047999353 2973548.3730009673, 576343.9184987645 2972547.7288969657, 575343.275363898 2972556.6161080534))",3785914777,POINT (575607.7230351462 2973301.253507694),316753328,ganga jamuna,1230
"1186963.280286 1001017.520396, 1186963.280286 1002017.520396, 1187963.280286 1002017.520396, 1187963.280286 1001017.520396, 1186963.280286 1001017.520396",POINT (1187463.2802863133 1001517.520395831),75.76378847058106,26.88614162440169,"POLYGON ((575352.161610107 2973557.2583369883, 575361.0459932182 2974557.900608114, 576361.6892132657 2974549.017147963, 576352.8047999353 2973548.3730009673, 575352.161610107 2973557.2583369883))",3792332703,POINT (576003.2171851196 2973437.2761862935),8042595533,New aatish market metro station,1009
"1186963.280286 1002017.520396, 1186963.280286 1003017.520396, 1187963.280286 1003017.520396, 1187963.280286 1002017.520396, 1186963.280286 1002017.520396",POINT (1187463.2802863133 1002517.520395831),75.76393866809694,26.895174877342065,"POLYGON ((575361.0459932182 2974557.900608114, 575369.9285124267 2975558.5428966885, 576370.5717379561 2975549.661313211, 576361.6892132657 2974549.017147963, 575361.0459932182 2974557.900608114))",3792334951,POINT (576058.4699948286 2975442.167657524),3789924579,Sushilpura,713
"1186963.280286 1003017.520396, 1186963.280286 1004017.520396, 1187963.280286 1004017.520396, 1187963.280286 1003017.520396, 1186963.280286 1003017.520396",POINT (1187463.2802863133 1003517.520395831),75.76408888950051,26.90420811831785,"POLYGON ((575369.9285124267 2975558.5428966885, 575378.8091669289 2976559.1851779674, 576379.4523731942 2976550.3054719735, 576370.5717379561 2975549.661313211, 575369.9285124267 2975558.5428966885))",3790075811,POINT (576058.4699948286 2975442.167657524),3789924579,Sushilpura,806
"1186963.280286 1004017.520396, 1186963.280286 1005017.520396, 1187963.280286 1005017.520396, 1187963.280286 1004017.520396, 1186963.280286 1004017.520396",POINT (1187463.2802863133 1004517.520395831),75.7642391347975,26.913241347103003,"POLYGON ((575378.8091669289 2976559.1851779674, 575387.687955921 2977559.827427209, 576388.3311181775 2977550.9495994993, 576379.4523731942 2976550.3054719735, 575378.8091669289 2976559.1851779674))",3792219251,POINT (574765.196468966 2976227.782977975),7041654820,Vijay Dwar,3271
"1186963.280286 1005017.520396, 1186963.280286 1006017.520396, 1187963.280286 1006017.520396, 1187963.280286 1005017.520396, 1186963.280286 1005017.520396",POINT (1187463.2802863133 1005517.520395831),75.76438940399359,26.922274563471447,"POLYGON ((575387.687955921 2977559.827427209, 575396.5648785995 2978560.4696196653, 576397.2079721 2978551.5936710457, 576388.3311181775 2977550.9495994993, 575387.687955921 2977559.827427209))",3780586470,POINT (574597.6377221101 2979080.911274432),3783154914,Khatipura Pulia,3563
"1186963.280286 1006017.520396, 1186963.280286 1007017.520396, 1187963.280286 1007017.520396, 1187963.280286 1006017.520396, 1186963.280286 1006017.520396",POINT (1187463.2802863133 1006517.520395831),75.7645396970945,26.931307767197136,"POLYGON ((575396.5648785995 2978560.4696196653, 575405.4399341592 2979561.1117305923, 576406.0829341555 2979552.237661865, 576397.2079721 2978551.5936710457, 575396.5648785995 2978560.4696196653))",3780586665,POINT (575114.3746483421 2979641.120593471),8632113474,Khatipura Fatak,1841
"1186963.280286 1007017.520396, 1186963.280286 1008017.520396, 1187963.280286 1008017.520396, 1187963.280286 1007017.520396, 1186963.280286 1007017.520396",POINT (1187463.2802863133 1007517.520395831),75.76469001410592,26.94034095805393,"POLYGON ((575405.4399341592 2979561.1117305923, 575414.3131217974 2980561.7537352373, 576414.9560035388 2980552.88154721, 576406.0829341555 2979552.237661865, 575405.4399341592 2979561.1117305923))",3780587272,POINT (575680.075573565 2980201.6480395454),6734229535,Jothwara Pulia,433
"1186963.280286 1008017.520396, 1186963.280286 1009017.520396, 1187963.280286 1009017.520396, 1187963.280286 1008017.520396, 1186963.280286 1008017.520396",POINT (1187463.2802863133 1008517.520395831),75.76484035503357,26.94937413581575,"POLYGON ((575414.3131217974 2980561.7537352373, 575423.1844407117 2981562.395608847, 576423.8271794464 2981553.525302323, 576414.9560035388 2980552.88154721, 575414.3131217974 2980561.7537352373))",8630823015,POINT (576580.9526681174 2981203.219176241),4786200313,Dher ke Balaji,1391
"1186963.280286 1009017.520396, 1186963.280286 1010017.520396, 1187963.280286 1010017.520396, 1187963.280286 1009017.520396, 1186963.280286 1009017.520396",POINT (1187463.2802863133 1009517.520395831),75.76499071988316,26.958407300256457,"POLYGON ((575423.1844407117 2981562.395608847, 575432.0538900981 2982563.0373266716, 576432.6964610679 2982554.1689024544, 576423.8271794464 2981553.525302323, 575423.1844407117 2981562.395608847))",4587111431,POINT (576581.25542471 2982178.062049759),2106356030,Khetan Hospital,782
"1186963.280286 1010017.520396, 1186963.280286 1011017.520396, 1187963.280286 1011017.520396, 1187963.280286 1010017.520396, 1186963.280286 1010017.520396",POINT (1187463.2802863133 1010517.520395831),75.76514110866036,26.967440451149905,"POLYGON ((575432.0538900981 2982563.0373266716, 575440.9214691524 2983563.678863953, 576441.5638476034 2983554.812322849, 576432.6964610679 2982554.1689024544, 575432.0538900981 2982563.0373266716))",3782902911,POINT (576665.0313652446 2982997.8858115957),2106356087,Alka Cinema,1056
"1186963.280286 1011017.520396, 1186963.280286 1012017.520396, 1187963.280286 1012017.520396, 1187963.280286 1011017.520396, 1186963.280286 1011017.520396",POINT (1187463.2802863133 1011517.520395831),75.76529152137094,26.976473588269958,"POLYGON ((575440.9214691524 2983563.678863953, 575449.7871770734 2984564.3201959315, 576450.4293382464 2984555.455538745, 576441.5638476034 2983554.812322849, 575440.9214691524 2983563.678863953))",3782880043,POINT (576645.0741145794 2983867.609388822),3784461646,2 Number,898
"1186963.280286 1012017.520396, 1186963.280286 1013017.520396, 1187963.280286 1013017.520396, 1187963.280286 1012017.520396, 1186963.280286 1012017.520396",POINT (1187463.2802863133 1012517.520395831),75.76544195802057,26.98550671139041,"POLYGON ((575449.7871770734 2984564.3201959315, 575458.651013058 2985564.9612978534, 576459.2929321916 2985556.0985253826, 576450.4293382464 2984555.455538745, 575449.7871770734 2984564.3201959315))",4766814313,POINT (576709.0342880946 2985241.4479148868),10224895346,9 Number,929
"1186963.280286 1013017.520396, 1186963.280286 1014017.520396, 1187963.280286 1014017.520396, 1187963.280286 1013017.520396, 1186963.280286 1013017.520396",POINT (1187463.2802863133 1013517.520395831),75.76559241861499,26.99453982028512,"POLYGON ((575458.651013058 2985564.9612978534, 575467.512976301 2986565.602144955, 576468.1546286352 2986556.7412580084, 576459.2929321916 2985556.0985253826, 575458.651013058 2985564.9612978534))",4725503355,POINT (576459.1018880121 2986380.587396194),8637789500,14 Number,802
"1186963.280286 1014017.520396, 1186963.280286 1015017.520396, 1187963.280286 1015017.520396, 1187963.280286 1014017.520396, 1186963.280286 1014017.520396",POINT (1187463.2802863133 1014517.520395831),75.76574290315989,27.003572914727865,"POLYGON ((575467.512976301 2986565.602144955, 575476.3730660018 2987566.2427124726, 576477.0144267728 2987557.3837118493, 576468.1546286352 2986556.7412580084, 575467.512976301 2986565.602144955))",4725662919,POINT (576443.6418994685 2987367.0818075137),4725663137,Jodrla,767
"1186963.280286 1015017.520396, 1186963.280286 1016017.520396, 1187963.280286 1016017.520396, 1187963.280286 1015017.520396, 1186963.280286 1015017.520396",POINT (1187463.2802863133 1015517.520395831),75.76589341166101,27.01260599449244,"POLYGON ((575476.3730660018 2987566.2427124726, 575485.2312813587 2988566.88297564, 576485.8723257968 2988558.025862146, 576477.0144267728 2987557.3837118493, 575476.3730660018 2987566.2427124726))",4725946087,POINT (576313.7094126171 2987999.369159704),2831782041,Nindar mod,296
"1187963.280286 989017.520396, 1187963.280286 990017.520396, 1188963.280286 990017.520396, 1188963.280286 989017.520396, 1187963.280286 989017.520396",POINT (1188463.2802863133 989517.520395831),75.7720523683845,26.777606836203805,"POLYGON ((576246.0448193036 2961540.653664317, 576254.9518334452 2962541.2956630834, 577255.5949374355 2962532.389430648, 577246.6875955214 2961531.7455409663, 576246.0448193036 2961540.653664317))",10294497534,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,5692
"1187963.280286 990017.520396, 1187963.280286 991017.520396, 1188963.280286 991017.520396, 1188963.280286 990017.520396, 1187963.280286 990017.520396",POINT (1188463.2802863133 990517.520395831),75.77220307901767,26.78664020451036,"POLYGON ((576254.9518334452 2962541.2956630834, 576263.8569686257 2963541.937976856, 577264.5003756686 2963533.033636146, 577255.5949374355 2962532.389430648, 576254.9518334452 2962541.2956630834))",5314568878,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,3966
"1187963.280286 991017.520396, 1187963.280286 992017.520396, 1188963.280286 992017.520396, 1188963.280286 991017.520396, 1187963.280286 991017.520396",POINT (1188463.2802863133 991517.520395831),75.77235381359728,26.79567356356546,"POLYGON ((576263.8569686257 2963541.937976856, 576272.7602240357 2964542.5805809204, 577273.4039094145 2964533.6781327445, 577264.5003756686 2963533.033636146, 576263.8569686257 2963541.937976856))",5461381343,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,2872
"1187963.280286 992017.520396, 1187963.280286 993017.520396, 1188963.280286 993017.520396, 1188963.280286 992017.520396, 1187963.280286 992017.520396",POINT (1188463.2802863133 992517.520395831),75.772504572129,26.804706913143207,"POLYGON ((576272.7602240357 2964542.5805809204, 576281.6615988686 2965543.2234505545, 577282.3055378587 2965534.3228957206, 577273.4039094145 2964533.6781327445, 576272.7602240357 2964542.5805809204))",10081984390,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,1899
"1187963.280286 993017.520396, 1187963.280286 994017.520396, 1188963.280286 994017.520396, 1188963.280286 993017.520396, 1187963.280286 993017.520396",POINT (1188463.2802863133 993517.520395831),75.77265535461855,26.81374025301776,"POLYGON ((576281.6615988686 2965543.2234505545, 576290.5610923186 2966543.8665610347, 577291.2052601972 2966534.9679003484, 577282.3055378587 2965534.3228957206, 576281.6615988686 2965543.2234505545))",4732016808,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,2510
"1187963.280286 994017.520396, 1187963.280286 995017.520396, 1188963.280286 995017.520396, 1188963.280286 994017.520396, 1187963.280286 994017.520396",POINT (1188463.2802863133 994517.520395831),75.77280616107164,26.822773582963205,"POLYGON ((576290.5610923186 2966543.8665610347, 576299.4587035779 2967544.5098876357, 577300.1030756192 2967535.613121908, 577291.2052601972 2966534.9679003484, 576290.5610923186 2966543.8665610347))",4736010941,POINT (577883.7018153123 2966611.1988605447),3954548679,Sanganer Stadium,2442
"1187963.280286 995017.520396, 1187963.280286 996017.520396, 1188963.280286 996017.520396, 1188963.280286 995017.520396, 1187963.280286 995017.520396",POINT (1188463.2802863133 995517.520395831),75.772956991494,26.831806902753605,"POLYGON ((576299.4587035779 2967544.5098876357, 576308.354431838 2968545.153405633, 577308.9989833143 2968536.2585356715, 577300.1030756192 2967535.613121908, 576299.4587035779 2967544.5098876357))",3789014504,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,1349
"1187963.280286 996017.520396, 1187963.280286 997017.520396, 1188963.280286 997017.520396, 1188963.280286 996017.520396, 1187963.280286 996017.520396",POINT (1188463.2802863133 996517.520395831),75.7731078458913,26.84084021216308,"POLYGON ((576308.354431838 2968545.153405633, 576317.2482762947 2969545.797090295, 577317.8929824743 2969536.9041169095, 577308.9989833143 2968536.2585356715, 576308.354431838 2968545.153405633))",10302690920,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,492
"1187963.280286 997017.520396, 1187963.280286 998017.520396, 1188963.280286 998017.520396, 1188963.280286 997017.520396, 1187963.280286 997017.520396",POINT (1188463.2802863133 997517.520395831),75.77325872426931,26.849873510965647,"POLYGON ((576317.2482762947 2969545.797090295, 576326.1402361384 2970546.4409168935, 577326.7850722922 2970537.549840888, 577317.8929824743 2969536.9041169095, 576317.2482762947 2969545.797090295))",3788675028,POINT (576504.2990965317 2969091.486413666),3779369860,Agarwal Farm Bus stop,1214
"1187963.280286 998017.520396, 1187963.280286 999017.520396, 1188963.280286 999017.520396, 1188963.280286 998017.520396, 1187963.280286 998017.520396",POINT (1188463.2802863133 998517.520395831),75.77340962663372,26.85890679893533,"POLYGON ((576326.1402361384 2970546.4409168935, 576335.0303105632 2971547.084860695, 577335.6752519574 2971538.1956828795, 577326.7850722922 2970537.549840888, 576326.1402361384 2970546.4409168935))",3787547912,POINT (577884.4631468442 2972103.7591587794),2392626107,Triveni Chauraha,2735
